id,prediction
c542bdf203,0
6925bfc016,1
432f50113b,0
c2c2e7e4d9,2
3cfb9f976c,0
353477011e,0
0aa1ad5671,0
c90dc99832,1
5ece7b23f9,0
f5d74be419,1
ea853858d4,1
7514593f83,0
91f394f1ac,0
4dc56b7910,2
783c430d8f,0
4f19012f56,2
c63e2b490d,2
e52eb343f0,1
0d6d19b396,0
124ecdce1f,0
703687704e,0
8b866caa4c,2
078c91dd49,1
689d2f8de8,1
7bb1bde56f,0
83d5846a78,0
41b983b4d1,0
fd07fcd604,1
e048bad76d,0
a6f72cb779,2
5cdf5bdab5,2
ba181a14a1,0
3bc75dcbfe,0
917cf0a8bd,0
44e8b76070,0
76ba85a8bc,2
e8e0fa6bbe,0
9e17041953,2
8fe4e9eafb,0
06e4ac75cc,2
88747bd1f9,1
0dab581af9,1
45a5841a95,2
a90bce8aef,0
38832dee1f,1
7c2018c1ad,2
423bf8baba,0
f78d8aa200,2
f1ac71618e,0
1352334107,1
b87b3c62be,1
dcead0671f,1
c492fd9389,0
4c416360ce,0
cc33756000,0
e9b0295030,1
e6fd31f642,2
3d7e2abded,2
e42cd23ed8,0
4e5cfee380,0
7b815a02ea,2
44ae0c067a,0
95641818fa,0
9ec72fe18e,2
a02bada17a,0
4a5f68fd43,1
09cc2949e5,0
42f9957b5f,2
4a11baadd8,2
e0bc749255,2
883e22410d,2
196200def8,2
f8fd92a3af,2
bb4a8285f0,0
fd776936fe,2
6ee09755a2,0
0261226cde,2
615b0c07b5,0
775ff946b4,2
be5b734eeb,2
484a05a1b7,0
bf8e86c31d,1
8695683532,1
95bfb82dfa,2
81d046c389,2
829a74666b,2
d1e44887f9,2
e8b3230b0c,1
cbcd3d9622,1
de0a45fec1,0
44a858d12e,2
b16874537e,2
0f0a90948b,0
f8cdec204e,1
1d9483ee28,1
14b9b9272e,0
816d53bd41,0
42168df05a,2
f3c7185a77,2
1bde710cf9,2
a382b153a3,2
269fba99fa,0
7f459fe1db,2
2253263227,1
f8274f586e,2
91bfe3daf7,1
a7008c7c59,0
46976518e1,0
56224914c3,0
4e5ba4e2a0,0
20459e1397,2
ddadfa3ef5,0
4970743963,0
35ee1973ea,0
e63f86e423,1
3358d94f20,2
e8a3a11696,1
1bffd89128,2
4c600c679e,2
ae5a0b4501,2
7f36835064,0
cd03088aa8,0
a5fb88b476,1
111f0f206c,1
4eaf5e1233,1
7c7c6e4960,1
40999e269d,2
b7d51414b9,0
04c7237a30,1
74d3182706,0
1679f5ccc4,1
0b118b04c2,1
b82b4f6fe0,0
fe0ce2d412,2
1b93b7bf0a,0
f2955735f8,1
f69894b07b,2
75caf8bed0,2
f5ebf408a1,1
652956afeb,0
6974ef01ea,2
f9b76f5789,0
c112c039c4,2
4d1f77f67d,1
6f62de7b8f,1
8f960fdcb7,2
92dfa3590f,2
2de87aa3a8,1
22c59c5cfc,1
9708a04e6a,2
c00a43b67c,0
4364b442d9,1
1de317dd96,1
fdb0422f04,1
365aeadef7,0
d3f804fc6e,2
b98603702e,0
5e797282a3,2
6caa0dccda,2
ff33442350,2
6fd8b1ef3d,2
0848d6d3fb,2
43650984f0,1
7b5f42b267,1
e1fa3f2c5f,1
0aacff4d03,2
588a39236b,2
52ed4e0f76,1
7414caa86e,0
c74b15bdb5,1
fe1cab16e6,0
7fb8126947,0
e10f1fd8f4,1
9dddec3c8b,0
d15227376c,2
663f493043,1
d86417a723,0
a915b86890,1
9321efc8e8,1
d34c1f5bd9,1
7b3cce7358,2
77ae8408da,2
11bc5f33e0,2
dde0667ef8,2
6b3d384bc5,1
a026369f08,0
40a3f973cc,0
7f5a0f2895,0
b753788227,1
844a1ad008,0
534bfcb5f0,1
932192c160,1
27eabe981d,1
f2e4bdee71,0
b0abb3036c,2
e595d6cd62,2
4270e65a11,1
763294db7b,2
7ef3de34fa,2
d9e8ebc2c0,0
270d6f4974,1
2a051805cd,0
274e45fcc6,1
f75f7433cd,1
c001208476,0
253147ad80,2
5a53f5f365,2
b6e54baf69,1
4436327e71,0
6cc0b6c1f2,2
f266031231,0
c9985f86e7,2
0ce48f9fc1,1
6581dea2d1,0
dbd2597c7f,0
e47db528c6,0
8ff6c43fcd,1
57f432ce15,1
8ac36799b8,2
a70d816f85,1
13fa65170f,1
27378df24c,2
40f39aeea8,0
e05577d4db,1
a474441102,2
5482399b0f,1
f4409dcabd,0
7f84d2a376,0
30eba84835,2
37d65d7cb2,1
e5dd31ec29,2
86067a9824,0
bd90925901,2
f64c4ee971,2
b71883f8f9,0
c7090ebabc,2
4712c33746,0
6eb46a1423,2
78137312e8,2
c5f05c6568,0
76973236e6,0
d23a3c8eab,2
7cdd110905,0
3f6e39bbf9,0
fcfa1d9cc0,2
a134ebdd73,2
7316ed4800,2
73d11612c8,0
e5045cf516,0
a63ba8e83a,2
7ca64e3b68,0
0464cc19a9,0
0b482a01d1,0
cb0a6d5b4b,2
996e4bc560,0
f31a1f7fbc,1
1d5537c166,2
64409160b4,1
1dd8ad27bc,1
0aa1b25d03,0
f38ea7a623,0
68836609ea,1
94369a319a,2
f27aa5f315,2
fe0a8ce6b2,0
89c64d9ae7,0
b8c8cded72,1
3ace2b0bdc,1
24a359b476,0
68129093c0,0
ee9e697061,1
33610ea056,0
a8a68fbbf3,0
8585ed1da7,2
f5d25cb32a,2
2bb8ecab42,0
43b73428ca,0
982f42fdc2,0
916ed4ae8f,0
da87ec3383,2
3d17f5ed9e,0
758cc04b63,2
45f7672a17,1
05fe214237,1
f6a6eba9e9,0
0db74c840a,1
2ba9fbf1e3,1
025eee3634,0
8c066004fb,1
24ecbf79c0,0
e4969603d6,0
aebb6209ce,0
4b90b4c94f,0
78df34ff37,1
4e39cfdb50,0
19f698eb28,0
33588680b0,2
b97d576fe2,2
1fae0c4805,2
95859ece13,0
1f6fa81620,0
3100384761,2
1aa7d03348,0
cfa1dd75de,2
1b2defc5da,2
a106d34c33,0
afb4464e72,2
b4031b791b,1
6434a283cb,0
299a93b6d9,0
3e118113ee,2
3db2431f0b,1
b361f81522,2
fb507c42a9,0
2a29cd8d13,2
7e13b7e61c,1
1c64f9f4ce,2
a5905d851e,1
ebae73f2fb,1
15d5882b08,0
1031542257,0
e7ea7f9fd5,2
b237c99428,2
932f3832b1,0
f442d75e60,2
2de96f97db,0
b02ff186e4,0
3835050a5b,0
d0ec1df738,0
c50909159c,1
f588dd970f,0
7a69efd494,1
679bc83f64,1
7f688aee60,1
36c47762e1,0
ce41c8eae1,2
ff47a2fb74,1
e5d570c732,2
9d61121064,0
e24775fa35,1
26a636e7de,1
22bcae9003,2
1d160db3e6,0
a1d62c59e3,2
a798b51026,1
ff1f3a729f,1
de77edec79,2
cf77619517,2
5c75fcdcd2,2
3c3fa5ff07,1
1261f12d7d,1
940961f751,0
5b39cdadbb,0
58b49b869e,0
4cd1638df3,1
baa13e0bd0,1
37bceead18,2
a71b60cdec,0
794927e57b,1
838466de9b,1
4335e36953,2
97cbbfc0c9,0
bb0a1db625,1
0bc16aaf9a,2
245e6b1c92,2
d182b3737f,1
82313e6094,0
305efd65a1,2
74d263f624,1
fd43ef7d5f,0
a3833020bf,1
d74fffc6bd,1
077fa501a3,0
85f7a89680,0
319d9fc467,1
bac9df3899,0
005ef62089,2
ca62a7cb36,1
2a660e42bb,1
e22948f69d,0
7df5daa3eb,0
3659d2cef0,0
c0c3a38853,1
75574ffe8e,1
1137660493,1
7834ac8f9c,2
a464e48a0b,1
c723daada0,0
8422fad145,0
0dd19d6ba8,0
c4c671d535,2
d2355d60c8,2
1fd2caee06,1
5c20a4b95c,0
33c6cf2f40,0
3d2776cc72,1
0f66be3576,0
557a24e8a5,0
ee87a7ea00,0
fb970bc991,1
bb7b82dd38,0
aaf83fcefb,2
2164ea7b4e,0
573929377e,1
c6aad7c698,0
09a206022d,0
438ed54499,0
6da41f3ebc,1
0ebb49c10e,0
f7bc9a7f0d,0
73fc1731b9,1
0ab7e85bd7,1
6e5e1dd794,0
77b4e167eb,1
b024bff5ef,2
2345abea2c,2
69ee11f557,2
9128e324f8,2
5bb178a611,1
c3761f996b,0
9caf7b0891,1
c96cc1ed21,1
b030c2e709,0
fdc40f8a8d,2
fa35bcae1b,0
d7292643b8,1
d4afa78626,1
3cb22bfe35,0
f42127d810,0
a1578fbbd2,0
585b14f5f4,1
150dcef5b9,0
837bbe1c6b,0
06a4996736,0
69d4c39973,0
7d06ee917f,1
565bcecd15,0
00af9ce2ee,0
20c4bcfdb7,0
d778941b47,1
e13b3e087b,0
299f8f1848,2
aa980cfc3c,0
0441855811,2
d65219bf15,0
e3c506ce9d,2
b903eacf08,1
f2d9bb3ff7,0
8bb8fe28cc,0
34257fbe82,0
8f4b1aa65a,0
627fdaa121,1
6fe14ace92,2
db7c3a3302,2
c8f7f3f1c1,1
f9c38500af,1
1c686188e0,0
9d755c525c,0
7dc4ddd8d7,1
ff251d4c66,1
f203ffcc02,2
dec0bbc1e0,0
5e3762f6ff,1
125edde804,2
820f2e3fc3,0
829ab3a440,0
b087e4a191,2
4318104b40,2
e7b9b4c8e7,0
2bfc050b98,2
c147cdb785,2
2a3a247d74,2
97546487a6,2
3d3c02fc46,0
7dae867602,0
f3e1c5f85b,1
29a71213f0,0
e6021e1122,0
0aa43d6d49,0
053e6f86b6,1
aaf7bb8b43,2
a1acd762aa,1
0e840ca37a,0
dcc548fdb7,1
56d1f867aa,0
15aa341387,2
7ca2d2d09d,2
d8aca8bbef,0
919806021e,0
249706763f,0
cb87dafdfd,0
a8c45c6f24,0
d1f3213037,1
ff958d028b,1
0849ebb0ff,2
bce58e5426,2
7f49d02422,0
3c134fb1f2,1
25c8939c1e,2
69d04196b0,1
6845b86f2b,0
442ebf0fbb,1
3024b80208,0
178b1159b1,0
717f023f95,1
19ccefb8b9,1
289062515f,1
c53907201b,0
775ee101bf,2
a93d624724,0
8fea770172,2
6e39f23d27,1
8205582339,2
5703c3dda3,2
131cb3be04,2
4e695210c5,0
d19f5ea583,1
4d028c4c77,0
092546fcc2,2
3ba71b99f4,1
0120906704,0
880c0e1a21,0
d61a9bea8e,1
57a7631ce5,0
3972db3d45,2
dd1bd2c704,0
bb2df19e68,1
05478b3b17,1
f97d716421,0
dbb042f710,2
c8b8c26151,0
6242b45836,0
0c6b86ace1,2
cfa1e0952a,1
fbae9ec0cb,2
fc78d9bdc1,0
c12bed2d58,0
2cd0f9990d,0
2f52148a84,0
b5f255f582,2
45b7b5da84,1
9d4ba55322,0
090e67f3b3,2
724cad9848,0
d5b4f8d22f,2
d1915a05f3,1
7d02402353,0
55a8ea7533,0
106517e884,0
55d6d1d027,0
1b59d97923,1
31729daaf2,1
6e1b609ff2,2
1c1cdbd39b,0
1e4487d9f5,0
02d756851b,0
2d265964ce,2
fccc4a140c,0
49328ab7fe,0
e2c35d774f,2
9c3beedf2b,0
fd3ca76ae3,0
d01e50e2d7,1
801daed5cf,0
71b91da183,2
9c87055e64,2
5dd73015a8,0
9cb3c10979,0
b21f70e8f6,1
54c4119beb,0
3f74e28f55,0
3013eefd5f,0
58bdf493a9,0
c0f81d5532,1
a43d78734a,2
fcd42e9cd5,0
54c49d31d2,0
99f688ce62,1
11d1dcc66a,0
c2b80bf44c,0
6715d58483,0
976f0b4a09,2
9e35c6bbb6,2
10c5d3c2a5,0
31a6951d1d,0
54bbf65f4b,1
79a7d7093b,0
56b164acb1,2
4beda3291c,2
793778f66a,1
259df00bcf,2
9a32d91657,0
cb005d010e,2
43499e8091,1
ba92df1d65,1
df4fb019bf,0
705fb96912,0
cb46b23e18,2
19c411bbc6,0
e590f1343c,2
e139035115,1
ecf1235c2b,2
245d68cf07,1
df71895905,0
b3d4710cf9,1
f9c68ebcb7,2
46a8891d8d,0
2eda0fd3ab,2
a671e1390e,2
b13042d6b3,0
5ffaccddd1,1
16c2a4b941,0
4842fec235,1
3de16f1492,2
63d66667cc,0
0cc652c753,0
3503cb5847,1
75b802ab04,0
2dc415b7c3,2
746d98d6fe,2
87d4374d88,2
fd5c557853,0
c055976cd2,0
2b7d5b7438,0
953069b130,2
73afa6b5fd,0
e0656d298f,0
98f3dfe2aa,0
72a0894598,2
e69f9f818e,1
d38d3b1c1f,2
1375c30ffe,2
7a759f2b1c,0
e2a67177d4,1
36d05b1dc1,1
b227aee39b,0
6836179364,1
adf9002f61,2
4e35acb0d0,1
a78d1c2134,0
1db75a2a55,1
5d7c1608f0,0
7d7b31c765,2
b853aa8ddc,0
ca5b533cac,0
b80a4b52fe,0
893a0d7ccb,0
9d08887f37,1
f0a29648db,0
6eda0923af,0
a733f7ff8d,0
a0deaa4edf,0
3d9c7e7666,0
50ac754bdb,0
654ba3a213,2
2686c730ef,1
ba57d3ff22,2
aaf5a494b6,1
79a79e8423,0
c1e17f4733,2
04cbae6c67,1
82124e744d,0
d06b4efe79,0
a17a6f7059,1
6e350cd582,0
57cbd61c09,1
37ee723a7e,1
edbc138e6d,2
a1b247ebb2,0
1b4ac37341,0
008faf2cb8,1
d9b1674cf4,2
62cc917c6b,1
034ee91af5,1
264c0b45d7,2
09154cdb47,0
3e93ae4f78,1
21ac0cf11c,0
ae71915391,1
0ed11c71a5,2
a6a9d4d7a8,2
93394ac9df,0
0e1177b3b2,1
ac481ef387,0
15323812f8,2
a0f215b341,1
79eb087542,0
fabdadb2a1,1
5f7fe3b3ca,0
144c6808e1,1
0ea45948fe,2
0f1a21c51e,2
8ab9fc3601,2
43060d80d0,0
ad794c4747,1
6fbf8c82c5,0
12f1ebfb89,1
2b61803639,1
a08200915c,2
aba42de974,0
01700092ed,0
3a8e0389f0,1
adfb9a4ecd,0
e85c6750c9,0
aae5df7d32,2
73672504b3,0
993b4720c5,1
8b84e7b914,1
d8cd95ef9d,0
86a415de5c,2
1dcb961459,0
331a10bc01,1
59b708d54d,2
e6d991c4c7,0
6a39d3fca6,0
09ed9c8368,2
dbec0e4176,2
cb59391a30,0
f4425c80da,1
fff8eb1ee3,2
40eded248c,1
ddaecf5b09,2
0c7a83acad,1
a58c3bd999,0
772f83c711,0
ef83acde21,0
94419f67e7,0
0d1648f444,2
7278cfe4c6,1
a1d5581fee,0
3b7302816d,0
526efac142,0
3ad8cc68fe,0
54c83ec733,0
587d8fc9ce,0
a208af31cc,1
0a7d266142,0
ffb28a4a4f,0
d82560cd4a,2
f8d4396145,0
4c8cba334d,2
74214e120a,0
117378e34e,1
03a8786a91,0
52a07543f2,0
119a8c992a,0
0778f35bd3,2
c72d221521,1
11cb6c0f11,1
e761ec7037,2
fb14da3f94,2
5ec6d7cbf5,2
c2d54c1c6f,0
a0cd4cae72,0
e4d76adf9b,1
73b3d99ff1,1
ed8ab864ab,2
8ced3d2267,0
6ea2fe4c4d,2
8b0fe1216f,2
5a4d4669a9,1
b6d8be892a,1
7596426dde,0
9134a56b3c,2
6088846840,0
e57676b0ea,0
de49d40254,1
eafc6f232d,1
278aa4f94d,1
d6fdb95e90,2
cbb16f5a52,0
ee198def57,1
7b0debed4e,2
3fedcdddb5,1
6f48462864,1
11d698bb45,0
99d903bf24,0
3dced3b57b,0
58adbf9f88,0
b8e7bdb3f6,2
4e7f4d03f5,1
1f710b51cb,1
c12a4264e1,0
eace78152e,2
1597c7d7b4,0
810135a348,1
d0cc716e01,2
b1a9e777f7,1
9d884a2b0e,2
93a5fa7bcf,2
5396ff56e3,0
9eb0f82f11,2
303a51bf5c,2
7a026996c2,0
12bcccbe2b,2
428276608e,0
49ed2555cb,0
d10cb5ed6b,2
86cb242314,1
5b6681978f,2
224e5b492f,2
29c72d8041,2
9c684c2c7e,0
4f754907b8,2
66b95c256e,0
90c985854d,2
70da17c2df,0
0cf97d3e34,2
1962c4f221,2
96f2e3baee,2
cdada24753,2
6e82ec4c23,2
29b11d8ab9,2
727fa29cda,0
01956fa147,0
7462e1e7bf,0
f2a4181424,0
3e3367a856,2
55a938cf85,0
7723848467,0
49ade1e461,0
e1540a7dd4,1
1d2702088a,0
4f5d40f484,2
15161292b9,1
2e01c25e30,2
1dffb2fc52,1
4d4b96eed8,2
ad3ecb5c8b,1
7f1046534e,1
e0fe4db1f0,1
e067039fc8,2
55777f6801,0
0a90267a40,2
e700d22009,2
f7bcfd76b9,1
69b0c6d107,0
5db20abb71,0
ca17b4a33b,1
48694c3ccb,1
e539b035d4,0
256f3a6718,2
d6524b768b,0
a082747945,1
d492381f77,1
e8208c75a3,2
4ca5a8a39a,1
5611f11916,0
70565f52ea,0
080d9d21e0,2
68aa33fa71,0
c9b8a49ce4,1
f269df3694,2
a0565e7615,0
2758bcae24,0
5be86f0019,2
4b5d36cae9,0
37c80c5be7,2
20af7a372c,2
299f10ac7d,2
1f2c977bd8,0
b806619f3e,0
4054265818,1
a230f0f1c6,0
37beb9abe2,2
7c463463f0,1
0861208a95,2
09b7f1fbde,0
35605ba118,0
1eaadaf9bd,0
89d234f8ad,0
999ba0c718,0
bb771f2d41,1
a71d64c00f,2
b17ae9fc5c,2
09c13b6157,1
b1d6bd4bb9,0
69bfb575bb,1
2f64397087,2
f4688d4bc1,2
e09868ec63,2
9ae401ce01,1
0e5369e049,2
a024a6626f,1
3b0ff437b4,1
a824434e4f,2
279f47105a,0
91406d50de,0
ec93ef4f79,0
796e28030b,1
f65e5396cb,1
e473710093,0
66afeca302,0
f0be4b4f50,0
5c0d54ab8e,0
2b3d0cf67f,1
800d335701,0
18b82d67d9,1
50cbe61f08,1
9fd3491fbd,0
c0a5ccd10c,0
e6f9c35e4b,1
4626e0a382,1
75a0c18396,2
7e251f6eb9,0
e02ace300e,0
b96761134a,1
c423edb120,1
4d50de367e,0
8e7f7b901d,2
f88518ea9a,1
9cdc354e26,1
2f09984548,0
598d3717a0,2
65dd0e4093,0
c4f7fcfa3e,2
a332de5bb5,0
f377cca4a4,2
10ee36dd64,1
7f88fb2cf6,0
908a59e728,0
1f1b74b320,1
bb4b366adf,0
13dc7f3740,2
4116e23eb4,2
d6d99a75ad,0
1e393dc084,1
e69450d07f,0
4e6cbd1746,1
091fdead63,0
7219affeea,2
fe82693496,1
49d7a94197,1
6633410794,0
085929e4a2,1
fab1106fe3,0
8051e821c6,2
00a556e8a6,2
bc66d78740,0
1570d65daf,0
982da79482,0
6df27902d9,0
34a10d9bc9,1
60c9228a67,1
d74e092fdc,0
c4564ecae4,0
eb7dbf2c5d,2
341cb70fb0,0
16f9a5eef1,1
a82a1b4e80,1
4c95fd300c,1
91461c07b8,1
5ddffd14f6,0
b951a87f61,0
e3597e32db,1
84ab6d7313,1
3f12915b3a,0
2b47991f17,0
c1b4a449cd,1
f172c710a4,0
368a54c17a,1
4d2aba7f68,0
6d10976c65,1
6df3d599ab,0
61eea30ae4,2
7b31064599,2
28f09c55f6,1
728b5025a2,2
d87cfc242c,2
201cdcbb0f,2
c0ba046f63,1
2da92bdc24,2
86ade03d7f,0
3a10e5a077,0
eaf1048067,2
c804133fc5,0
97903b78f5,2
f99ab3605b,2
1dc88b49b0,2
18d6ba1664,0
bf718f9f87,1
fe67b83b66,2
d6f348fc35,1
7f11253a55,0
4cb4067a63,0
e5052e3efa,1
83c62102b2,0
5376eeab5f,0
8c13298d0d,0
e3407d9498,2
e272ba4956,2
d5d85d56a1,0
074b3a9399,1
73f94240e4,2
e762d232b7,0
8bb5b913fb,2
fd6851b32c,2
e68dcc9b1c,0
f2de8e4462,0
d7486fb68b,2
a8bdcbc7e7,0
6a4948377e,2
0137116753,0
49ff2b9d4c,2
b20f43db2e,1
ba9c02c844,1
25262b8bce,1
98b3e0ee21,2
77a7ac8b66,1
ec074b5911,1
e37e26cb51,0
1049ddbfc8,1
0a744588de,1
c28bb9f5ef,1
921ca5f7a0,2
9d8b334cb4,1
22154b8268,0
6323223a3b,2
9afbd385e6,0
65100749a5,0
25b4a8ebfe,2
f005d12543,0
f2c7535089,0
7b2cf8eec9,1
b34ac54b71,2
3acceaa679,0
02f69071ed,0
6717cdbe0d,2
81d667bc8f,1
c18dd3568d,0
cff65b0194,0
9edab48a3e,1
fe9f75c467,0
2e9ac90656,2
a2f04e777f,0
61cc63c3b0,2
ebedb95b30,1
3c189cb18d,2
0814c25187,2
8c48e9cda9,1
d65c26b850,0
96a192e5a6,1
30983edaf3,0
34054e0519,2
e429b853f0,1
9689ad1d72,1
9b78bf3058,0
47b95fe0fa,2
a9b7c950e1,0
09dc2920d6,0
8799d86112,1
3f554ce397,1
25e5c7b4ba,0
a8d3f80fed,0
f9fb6bb4a3,2
a18fba89e9,2
b1c4c554d9,0
d7e62b1442,1
bc8255ad9d,2
ccfadfa095,1
1790479dfe,2
9b9b72ab99,0
f25e6fbcd6,0
27f4161d24,0
95e7b76901,1
0c5aa728b0,0
d8d1d8091d,2
5112090020,1
0053d0ca97,2
5f40d6d847,0
f2d1636cfb,0
8af28cb419,0
ecab388ea4,2
c9ee15351f,0
e80c2731b2,0
c8d96917b8,1
985911212f,0
a0e92b27ce,2
ff566c5ee6,0
254cbc2855,1
cc9726c91d,1
1058657927,0
1126218e49,0
539dd0f30e,1
abb798f84f,2
cd660f6ab5,1
28b5a77269,2
9ae784ec3a,2
afa38e24d7,0
f174067da8,2
e3598abb15,0
b3b8c990b5,0
1d0e54b59f,0
c7cba9f41d,1
ce5a64d20d,0
323ebf05c2,0
371041d74e,0
f148ffad7f,0
977536bedc,0
bebe60a628,0
31213f6420,2
350515f89b,1
dea33671d7,1
419c4d813f,0
ab843c197e,0
cd4235f18b,0
107bbc5c2e,0
6dcfd5c2c9,0
8a4b9bfca0,0
528b10047e,1
8c3e230622,1
0a0831e8f4,2
290b02a3db,0
289c889e9a,1
4b8e7e9e0f,2
72ea71c325,0
85bbd7d1b1,0
a8196f9018,0
d63be717ca,2
7a61d46a4b,1
9059a00c4b,2
66413466ac,1
a2da43dbac,0
7b2bc619c7,1
fddc8551d9,2
5f9a6b24db,1
a2d112a6f1,0
266c3209bb,0
ab29889867,0
7b62cbb97e,0
6a6904c0c6,1
48cadce718,0
e6d15e80e8,2
f18538491d,0
1e8a85ecf9,0
a4a5087d23,1
013985fdf5,0
fcf3ecdf50,1
fa07f47485,1
b72f884498,0
3fac40463d,0
3bd19cd443,1
743b4cd69b,1
12f4a320b4,0
21e1d2438c,2
90a3b45f7c,1
b1514e3038,2
2c85dcbc22,0
7802e6680c,1
fb55e07fb3,0
9e022805c1,0
ed70c19a5a,2
75aef1fd51,1
91869e6141,1
ff0b2cd4eb,0
815f6a3c47,0
8db05cff92,0
bee3fe4da4,0
ae1ed6ab99,1
811a39a572,2
5e603e449f,0
3774d1b3ee,2
3c57b8e75c,2
6fb6e7abb3,0
a5b2951917,1
b0180b97e3,0
45d2f56b77,0
1e47b84b32,2
b4ad69c3b8,2
beb0c91db1,1
1267b1a21e,2
58d5bc2114,1
668295ddd4,0
5dccf7f3cd,2
9dce92f5c9,0
83fd0f4593,1
d6c7c35099,0
e86b2527bd,2
dcfb79b954,2
0e9a7c772a,1
fe0deec159,0
ac999715f9,2
1259edf6bd,0
46cddb475b,2
70c6bb0d6d,0
49952ada9e,2
e6fcbb0349,0
6a56a81882,2
cfd8912f6b,0
dccc7a1cb7,0
e8dfc3eb0b,0
ac52a2c813,2
fb6315bb70,2
910046473e,0
f79907a176,1
8cb01b10f8,0
d4674f3ab8,0
e253d94856,0
3dca047430,0
5b6a212210,0
dd546ab5d6,0
fe0ba2969a,0
3343cfc3d7,2
b39c95bb45,0
ab03346af1,0
92c9e37e37,0
c44be67e4a,0
7b4141fca5,2
d939b5560a,2
b6e4e862f6,0
827726534f,2
41fdb55651,0
5938e3aaf6,2
eb0a106141,0
bc1a9e0ed4,2
deecc1a6ad,0
509cc1fcf5,1
c09b680bb9,0
aaf94d178b,1
3f0cd49700,2
c09bb405a5,1
b7ae7ccd8a,0
f764d08138,0
d62b15019c,2
2b32416d47,0
49c2880ad0,0
66295cdd83,0
993d94218e,0
f281eb0a46,0
39179693dd,0
f24f8328a0,1
e433456cfb,1
067aced6b6,0
61c419266a,0
4fda6b0b3f,0
56ef5c8780,1
57c9108a0f,2
dfc9484f6f,0
fd3754e256,1
786f1a7cb8,1
8229cace69,2
790b8ce741,0
ad21f212e5,0
c49ef48096,0
93b386b350,2
